species,lagoon_island_zone_summary,year,date,month
Orange-crowned Warbler,1,1999,1999-04-27,Apr
Yellow-rumped Warbler,1,1999,1999-04-27,Apr
Common Yellowthroat,4,1999,1999-04-27,Apr
Wilson's Warbler,1,1999,1999-04-27,Apr
California Towhee,3,1999,1999-04-27,Apr
Song Sparrow,7,1999,1999-04-27,Apr
Lincoln's Sparrow,1,1999,1999-04-27,Apr
White-crowned Sparrow,7,1999,1999-04-27,Apr
House Finch,34,1999,1999-04-27,Apr
American Goldfinch,1,1999,1999-04-27,Apr
Mallard,0,1999,1999-07-31,Jul
Redhead,2,1999,1999-07-31,Jul
Pied-billed Grebe,0,1999,1999-07-31,Jul
Brown Pelican,0,1999,1999-07-31,Jul
Double-crested Cormorant,22,1999,1999-07-31,Jul
Great Blue Heron,1,1999,1999-07-31,Jul
Green Heron,0,1999,1999-07-31,Jul
Black-crowned Night Heron,4,1999,1999-07-31,Jul
Black-bellied Plover,0,1999,1999-07-31,Jul
Greater Yellowlegs,0,1999,1999-07-31,Jul
Willet,0,1999,1999-07-31,Jul
Whimbrel,0,1999,1999-07-31,Jul
Sanderling,0,1999,1999-07-31,Jul
Heermann's Gull,0,1999,1999-07-31,Jul
Ring-billed Gull,0,1999,1999-07-31,Jul
Western Gull,0,1999,1999-07-31,Jul
Elegant Tern,0,1999,1999-07-31,Jul
Rock Dove,0,1999,1999-07-31,Jul
Mourning Dove,1,1999,1999-07-31,Jul
Great Horned Owl,0,1999,1999-07-31,Jul
Anna's Hummingbird,2,1999,1999-07-31,Jul
Belted Kingfisher,2,1999,1999-07-31,Jul
Downy Woodpecker,1,1999,1999-07-31,Jul
Black Phoebe,1,1999,1999-07-31,Jul
Cassin's Kingbird,0,1999,1999-07-31,Jul
American Crow,0,1999,1999-07-31,Jul
Northern Rough-winged Swallow,0,1999,1999-07-31,Jul
Barn Swallow,2,1999,1999-07-31,Jul
Cliff Swallow,6,1999,1999-07-31,Jul
Bushtit,0,1999,1999-07-31,Jul
Red-breasted Nuthatch,0,1999,1999-07-31,Jul
Bewick's Wren,1,1999,1999-07-31,Jul
Wrentit,1,1999,1999-07-31,Jul
Northern Mockingbird,0,1999,1999-07-31,Jul
European Starling,3,1999,1999-07-31,Jul
California Towhee,5,1999,1999-07-31,Jul
Beldingês Savannah Sparrow,0,1999,1999-07-31,Jul
Song Sparrow,0,1999,1999-07-31,Jul
Brown-headed Cowbird,1,1999,1999-07-31,Jul
Hooded Oriole,3,1999,1999-07-31,Jul
House Finch,90,1999,1999-07-31,Jul
American Wigeon,0,2000,2000-01-07,Jan
Mallard,0,2000,2000-01-07,Jan
Northern Pintail,0,2000,2000-01-07,Jan
Redhead,0,2000,2000-01-07,Jan
Bufflehead,0,2000,2000-01-07,Jan
Ruddy Duck,0,2000,2000-01-07,Jan
Pied-billed Grebe,0,2000,2000-01-07,Jan
Eared Grebe,0,2000,2000-01-07,Jan
Western Grebe,0,2000,2000-01-07,Jan
Brown Pelican,0,2000,2000-01-07,Jan
Double-crested Cormorant,43,2000,2000-01-07,Jan
Great Blue Heron,0,2000,2000-01-07,Jan
Great Egret,3,2000,2000-01-07,Jan
Snowy Egret,1,2000,2000-01-07,Jan
Black-crowned Night Heron,1,2000,2000-01-07,Jan
Red-shouldered Hawk,1,2000,2000-01-07,Jan
Red-tailed Hawk,1,2000,2000-01-07,Jan
American Coot,0,2000,2000-01-07,Jan
Black-bellied Plover,0,2000,2000-01-07,Jan
Semipalmated Plover,0,2000,2000-01-07,Jan
Killdeer,0,2000,2000-01-07,Jan
Greater Yellowlegs,0,2000,2000-01-07,Jan
Willet,0,2000,2000-01-07,Jan
Whimbrel,0,2000,2000-01-07,Jan
Sanderling,0,2000,2000-01-07,Jan
Least Sandpiper,0,2000,2000-01-07,Jan
Long-billed Dowitcher,0,2000,2000-01-07,Jan
Ring-billed Gull,0,2000,2000-01-07,Jan
California Gull,0,2000,2000-01-07,Jan
Western Gull,0,2000,2000-01-07,Jan
Forster's Tern,0,2000,2000-01-07,Jan
Anna's Hummingbird,9,2000,2000-01-07,Jan
Belted Kingfisher,0,2000,2000-01-07,Jan
Black Phoebe,0,2000,2000-01-07,Jan
Cassin's Kingbird,1,2000,2000-01-07,Jan
American Crow,2,2000,2000-01-07,Jan
Bushtit,0,2000,2000-01-07,Jan
Bewick's Wren,0,2000,2000-01-07,Jan
House Wren,2,2000,2000-01-07,Jan
Ruby-crowned Kinglet,1,2000,2000-01-07,Jan
Northern Mockingbird,0,2000,2000-01-07,Jan
European Starling,0,2000,2000-01-07,Jan
Yellow-rumped Warbler,8,2000,2000-01-07,Jan
Common Yellowthroat,2,2000,2000-01-07,Jan
California Towhee,2,2000,2000-01-07,Jan
Song Sparrow,5,2000,2000-01-07,Jan
White-crowned Sparrow,0,2000,2000-01-07,Jan
House Finch,0,2000,2000-01-07,Jan
House Finch,30,2000,2000-01-07,Jan
Mallard,0,2000,2000-09-28,Sep
Northern Pintail,0,2000,2000-09-28,Sep
Ruddy Duck,0,2000,2000-09-28,Sep
Pied-billed Grebe,0,2000,2000-09-28,Sep
Eared Grebe,0,2000,2000-09-28,Sep
Western Grebe,0,2000,2000-09-28,Sep
Brown Pelican,1,2000,2000-09-28,Sep
Double-crested Cormorant,18,2000,2000-09-28,Sep
Great Blue Heron,2,2000,2000-09-28,Sep
Great Egret,1,2000,2000-09-28,Sep
Snowy Egret,2,2000,2000-09-28,Sep
Green Heron,0,2000,2000-09-28,Sep
Black-crowned Night Heron,0,2000,2000-09-28,Sep
Sharp-shinned Hawk,0,2000,2000-09-28,Sep
Red-shouldered Hawk,1,2000,2000-09-28,Sep
American Kestrel,2,2000,2000-09-28,Sep
American Coot,0,2000,2000-09-28,Sep
Black-bellied Plover,0,2000,2000-09-28,Sep
Killdeer,0,2000,2000-09-28,Sep
Greater Yellowlegs,0,2000,2000-09-28,Sep
Whimbrel,0,2000,2000-09-28,Sep
Long-billed Curlew,0,2000,2000-09-28,Sep
Sanderling,0,2000,2000-09-28,Sep
Long-billed Dowitcher,0,2000,2000-09-28,Sep
Heermann's Gull,0,2000,2000-09-28,Sep
Ring-billed Gull,0,2000,2000-09-28,Sep
California Gull,0,2000,2000-09-28,Sep
Western Gull,0,2000,2000-09-28,Sep
Forster's Tern,0,2000,2000-09-28,Sep
Rock Dove,30,2000,2000-09-28,Sep
Mourning Dove,3,2000,2000-09-28,Sep
Anna's Hummingbird,2,2000,2000-09-28,Sep
Belted Kingfisher,1,2000,2000-09-28,Sep
Downy Woodpecker,2,2000,2000-09-28,Sep
Black Phoebe,5,2000,2000-09-28,Sep
American Crow,14,2000,2000-09-28,Sep
Bewick's Wren,1,2000,2000-09-28,Sep
House Wren,2,2000,2000-09-28,Sep
Northern Mockingbird,0,2000,2000-09-28,Sep
European Starling,0,2000,2000-09-28,Sep
Common Yellowthroat,4,2000,2000-09-28,Sep
California Towhee,2,2000,2000-09-28,Sep
White-crowned Sparrow,0,2000,2000-09-28,Sep
House Finch,8,2000,2000-09-28,Sep
Gadwall,0,2000,2000-12-15,Dec
Mallard,0,2000,2000-12-15,Dec
Northern Pintail,0,2000,2000-12-15,Dec
Redhead,0,2000,2000-12-15,Dec
Lesser Scaup,0,2000,2000-12-15,Dec
Red-breasted Merganser,0,2000,2000-12-15,Dec
Ruddy Duck,0,2000,2000-12-15,Dec
Pied-billed Grebe,0,2000,2000-12-15,Dec
Eared Grebe,0,2000,2000-12-15,Dec
Western Grebe,0,2000,2000-12-15,Dec
Brown Pelican,0,2000,2000-12-15,Dec
Double-crested Cormorant,0,2000,2000-12-15,Dec
Great Blue Heron,0,2000,2000-12-15,Dec
Snowy Egret,0,2000,2000-12-15,Dec
Red-shouldered Hawk,0,2000,2000-12-15,Dec
Red-tailed Hawk,1,2000,2000-12-15,Dec
American Kestrel,1,2000,2000-12-15,Dec
Merlin,0,2000,2000-12-15,Dec
American Coot,0,2000,2000-12-15,Dec
Killdeer,0,2000,2000-12-15,Dec
Greater Yellowlegs,0,2000,2000-12-15,Dec
Whimbrel,0,2000,2000-12-15,Dec
Sanderling,0,2000,2000-12-15,Dec
Least Sandpiper,0,2000,2000-12-15,Dec
Long-billed Dowitcher,0,2000,2000-12-15,Dec
Bonaparte's Gull,0,2000,2000-12-15,Dec
Ring-billed Gull,0,2000,2000-12-15,Dec
California Gull,0,2000,2000-12-15,Dec
Western Gull,0,2000,2000-12-15,Dec
Glaucous-winged Gull,0,2000,2000-12-15,Dec
Forster's Tern,0,2000,2000-12-15,Dec
Rock Dove,0,2000,2000-12-15,Dec
Mourning Dove,0,2000,2000-12-15,Dec
Anna's Hummingbird,6,2000,2000-12-15,Dec
Belted Kingfisher,2,2000,2000-12-15,Dec
Downy Woodpecker,0,2000,2000-12-15,Dec
Black Phoebe,2,2000,2000-12-15,Dec
Say's Phoebe,0,2000,2000-12-15,Dec
American Crow,4,2000,2000-12-15,Dec
Bushtit,0,2000,2000-12-15,Dec
House Wren,0,2000,2000-12-15,Dec
House Wren,0,2000,2000-12-15,Dec
Ruby-crowned Kinglet,0,2000,2000-12-15,Dec
Northern Mockingbird,1,2000,2000-12-15,Dec
American Pipit,0,2000,2000-12-15,Dec
Yellow-rumped Warbler,5,2000,2000-12-15,Dec
Common Yellowthroat,1,2000,2000-12-15,Dec
California Towhee,2,2000,2000-12-15,Dec
Fox Sparrow,1,2000,2000-12-15,Dec
Song Sparrow,1,2000,2000-12-15,Dec
White-crowned Sparrow,6,2000,2000-12-15,Dec
Golden-crowned Sparrow,0,2000,2000-12-15,Dec
House Finch,6,2000,2000-12-15,Dec
Lesser Goldfinch,0,2000,2000-12-15,Dec
Canada Goose,0,2001,2001-01-25,Jan
American Wigeon,0,2001,2001-01-25,Jan
Mallard,0,2001,2001-01-25,Jan
Redhead,0,2001,2001-01-25,Jan
Lesser Scaup,0,2001,2001-01-25,Jan
Bufflehead,0,2001,2001-01-25,Jan
Red-breasted Merganser,0,2001,2001-01-25,Jan
Ruddy Duck,0,2001,2001-01-25,Jan
Pied-billed Grebe,0,2001,2001-01-25,Jan
Eared Grebe,0,2001,2001-01-25,Jan
Western Grebe,0,2001,2001-01-25,Jan
Brown Pelican,2,2001,2001-01-25,Jan
Double-crested Cormorant,5,2001,2001-01-25,Jan
Great Blue Heron,2,2001,2001-01-25,Jan
Snowy Egret,0,2001,2001-01-25,Jan
Black-crowned Night Heron,0,2001,2001-01-25,Jan
Red-tailed Hawk,2,2001,2001-01-25,Jan
American Kestrel,3,2001,2001-01-25,Jan
American Coot,0,2001,2001-01-25,Jan
Killdeer,0,2001,2001-01-25,Jan
Black-necked Stilt,0,2001,2001-01-25,Jan
Greater Yellowlegs,0,2001,2001-01-25,Jan
Willet,0,2001,2001-01-25,Jan
Whimbrel,0,2001,2001-01-25,Jan
Marbled Godwit,0,2001,2001-01-25,Jan
Black Turnstone,0,2001,2001-01-25,Jan
Sanderling,0,2001,2001-01-25,Jan
Least Sandpiper,0,2001,2001-01-25,Jan
Long-billed Dowitcher,0,2001,2001-01-25,Jan
Heermann's Gull,0,2001,2001-01-25,Jan
Ring-billed Gull,0,2001,2001-01-25,Jan
California Gull,0,2001,2001-01-25,Jan
Western Gull,0,2001,2001-01-25,Jan
Tern,0,2001,2001-01-25,Jan
Forster's Tern,0,2001,2001-01-25,Jan
Rock Dove,4,2001,2001-01-25,Jan
Mourning Dove,0,2001,2001-01-25,Jan
Anna's Hummingbird,6,2001,2001-01-25,Jan
Belted Kingfisher,0,2001,2001-01-25,Jan
Black Phoebe,4,2001,2001-01-25,Jan
Western Scrub-Jay,0,2001,2001-01-25,Jan
American Crow,0,2001,2001-01-25,Jan
Bushtit,10,2001,2001-01-25,Jan
House Wren,1,2001,2001-01-25,Jan
Northern Mockingbird,1,2001,2001-01-25,Jan
European Starling,0,2001,2001-01-25,Jan
Cedar Waxwing,0,2001,2001-01-25,Jan
Yellow-rumped Warbler,14,2001,2001-01-25,Jan
Common Yellowthroat,8,2001,2001-01-25,Jan
California Towhee,5,2001,2001-01-25,Jan
Song Sparrow,29,2001,2001-01-25,Jan
White-crowned Sparrow,20,2001,2001-01-25,Jan
House Finch,22,2001,2001-01-25,Jan
American Wigeon,13,2001,2001-02-28,Feb
Mallard,1,2001,2001-02-28,Feb
Cinnamon Teal,0,2001,2001-02-28,Feb
Lesser Scaup,0,2001,2001-02-28,Feb
Bufflehead,1,2001,2001-02-28,Feb
Ruddy Duck,0,2001,2001-02-28,Feb
Pied-billed Grebe,0,2001,2001-02-28,Feb
Eared Grebe,0,2001,2001-02-28,Feb
Brown Pelican,2,2001,2001-02-28,Feb
Double-crested Cormorant,30,2001,2001-02-28,Feb
Great Blue Heron,0,2001,2001-02-28,Feb
Great Egret,0,2001,2001-02-28,Feb
Snowy Egret,0,2001,2001-02-28,Feb
Turkey Vulture,0,2001,2001-02-28,Feb
Red-tailed Hawk,3,2001,2001-02-28,Feb
American Kestrel,1,2001,2001-02-28,Feb
American Coot,2,2001,2001-02-28,Feb
Willet,0,2001,2001-02-28,Feb
Whimbrel,0,2001,2001-02-28,Feb
Least Sandpiper,0,2001,2001-02-28,Feb
Long-billed Dowitcher,0,2001,2001-02-28,Feb
Ring-billed Gull,0,2001,2001-02-28,Feb
Western Gull,1,2001,2001-02-28,Feb
Rock Dove,0,2001,2001-02-28,Feb
Eurasian Collared-Dove,0,2001,2001-02-28,Feb
Mourning Dove,1,2001,2001-02-28,Feb
Anna's Hummingbird,2,2001,2001-02-28,Feb
Black Phoebe,2,2001,2001-02-28,Feb
Cassin's Kingbird,0,2001,2001-02-28,Feb
Western Scrub-Jay,0,2001,2001-02-28,Feb
American Crow,45,2001,2001-02-28,Feb
Violet-green Swallow,0,2001,2001-02-28,Feb
Bushtit,4,2001,2001-02-28,Feb
Brown Creeper,0,2001,2001-02-28,Feb
Bewick's Wren,0,2001,2001-02-28,Feb
House Wren,0,2001,2001-02-28,Feb
Northern Mockingbird,0,2001,2001-02-28,Feb
European Starling,0,2001,2001-02-28,Feb
Yellow-rumped Warbler,14,2001,2001-02-28,Feb
Common Yellowthroat,1,2001,2001-02-28,Feb
California Towhee,4,2001,2001-02-28,Feb
Song Sparrow,7,2001,2001-02-28,Feb
White-crowned Sparrow,1,2001,2001-02-28,Feb
Red-winged Blackbird,1,2001,2001-02-28,Feb
Baltimore Oriole,1,2001,2001-02-28,Feb
House Finch,0,2001,2001-02-28,Feb
Lesser Goldfinch,12,2001,2001-02-28,Feb
Mallard,0,2001,2001-05-01,May
Ruddy Duck,0,2001,2001-05-01,May
Pied-billed Grebe,0,2001,2001-05-01,May
Eared Grebe,0,2001,2001-05-01,May
Brown Pelican,0,2001,2001-05-01,May
Double-crested Cormorant,38,2001,2001-05-01,May
Snowy Egret,1,2001,2001-05-01,May
Green Heron,0,2001,2001-05-01,May
Red-shouldered Hawk,0,2001,2001-05-01,May
American Coot,0,2001,2001-05-01,May
Semipalmated Plover,0,2001,2001-05-01,May
Killdeer,0,2001,2001-05-01,May
Black-necked Stilt,0,2001,2001-05-01,May
Whimbrel,0,2001,2001-05-01,May
Western Sandpiper,0,2001,2001-05-01,May
Western Gull,0,2001,2001-05-01,May
Rock Dove,0,2001,2001-05-01,May
Mourning Dove,1,2001,2001-05-01,May
Anna's Hummingbird,6,2001,2001-05-01,May
Black Phoebe,4,2001,2001-05-01,May
Cassin's Kingbird,0,2001,2001-05-01,May
Western Scrub-Jay,0,2001,2001-05-01,May
American Crow,2,2001,2001-05-01,May
Northern Rough-winged Swallow,4,2001,2001-05-01,May
Bushtit,0,2001,2001-05-01,May
Northern Mockingbird,0,2001,2001-05-01,May
European Starling,0,2001,2001-05-01,May
American Pipit,1,2001,2001-05-01,May
Cedar Waxwing,0,2001,2001-05-01,May
Common Yellowthroat,9,2001,2001-05-01,May
Western Tanager,0,2001,2001-05-01,May
California Towhee,2,2001,2001-05-01,May
Song Sparrow,19,2001,2001-05-01,May
Black-headed Grosbeak,1,2001,2001-05-01,May
Brown-headed Cowbird,0,2001,2001-05-01,May
Hooded Oriole,0,2001,2001-05-01,May
House Finch,0,2001,2001-05-01,May
House Finch,4,2001,2001-05-01,May
Lesser Goldfinch,0,2001,2001-05-01,May
Mallard,0,2001,2001-07-16,Jul
Pied-billed Grebe,0,2001,2001-07-16,Jul
Brown Pelican,3,2001,2001-07-16,Jul
Double-crested Cormorant,45,2001,2001-07-16,Jul
Great Blue Heron,1,2001,2001-07-16,Jul
Great Egret,0,2001,2001-07-16,Jul
Snowy Egret,2,2001,2001-07-16,Jul
Green Heron,0,2001,2001-07-16,Jul
Black-crowned Night Heron,2,2001,2001-07-16,Jul
Red-shouldered Hawk,2,2001,2001-07-16,Jul
American Kestrel,2,2001,2001-07-16,Jul
American Coot,0,2001,2001-07-16,Jul
Killdeer,0,2001,2001-07-16,Jul
Black-necked Stilt,0,2001,2001-07-16,Jul
Greater Yellowlegs,0,2001,2001-07-16,Jul
Whimbrel,0,2001,2001-07-16,Jul
Long-billed Dowitcher,0,2001,2001-07-16,Jul
Heermann's Gull,0,2001,2001-07-16,Jul
California Gull,0,2001,2001-07-16,Jul
Western Gull,0,2001,2001-07-16,Jul
Rock Dove,18,2001,2001-07-16,Jul
Mourning Dove,3,2001,2001-07-16,Jul
Anna's Hummingbird,0,2001,2001-07-16,Jul
Belted Kingfisher,1,2001,2001-07-16,Jul
Downy Woodpecker,0,2001,2001-07-16,Jul
Black Phoebe,3,2001,2001-07-16,Jul
American Crow,5,2001,2001-07-16,Jul
Northern Rough-winged Swallow,0,2001,2001-07-16,Jul
Barn Swallow,0,2001,2001-07-16,Jul
Cliff Swallow,0,2001,2001-07-16,Jul
Cliff Swallow,0,2001,2001-07-16,Jul
Bushtit,5,2001,2001-07-16,Jul
Bewick's Wren,0,2001,2001-07-16,Jul
House Wren,8,2001,2001-07-16,Jul
Northern Mockingbird,0,2001,2001-07-16,Jul
European Starling,0,2001,2001-07-16,Jul
Common Yellowthroat,3,2001,2001-07-16,Jul
California Towhee,0,2001,2001-07-16,Jul
Song Sparrow,7,2001,2001-07-16,Jul
Brown-headed Cowbird,0,2001,2001-07-16,Jul
Hooded Oriole,0,2001,2001-07-16,Jul
House Finch,12,2001,2001-07-16,Jul
Mallard,0,2001,2001-08-20,Aug
Pied-billed Grebe,0,2001,2001-08-20,Aug
Brown Pelican,8,2001,2001-08-20,Aug
Double-crested Cormorant,27,2001,2001-08-20,Aug
Great Blue Heron,1,2001,2001-08-20,Aug
Great Egret,3,2001,2001-08-20,Aug
Snowy Egret,2,2001,2001-08-20,Aug
Green Heron,0,2001,2001-08-20,Aug
Black-crowned Night Heron,1,2001,2001-08-20,Aug
Red-shouldered Hawk,1,2001,2001-08-20,Aug
American Kestrel,3,2001,2001-08-20,Aug
American Coot,0,2001,2001-08-20,Aug
Black-bellied Plover,0,2001,2001-08-20,Aug
Killdeer,0,2001,2001-08-20,Aug
Greater Yellowlegs,0,2001,2001-08-20,Aug
Lesser Yellowlegs,0,2001,2001-08-20,Aug
Willet,0,2001,2001-08-20,Aug
Whimbrel,0,2001,2001-08-20,Aug
Long-billed Dowitcher,0,2001,2001-08-20,Aug
Heermann's Gull,0,2001,2001-08-20,Aug
Ring-billed Gull,0,2001,2001-08-20,Aug
Western Gull,1,2001,2001-08-20,Aug
Forster's Tern,0,2001,2001-08-20,Aug
Rock Dove,2,2001,2001-08-20,Aug
Mourning Dove,20,2001,2001-08-20,Aug
Anna's Hummingbird,0,2001,2001-08-20,Aug
Belted Kingfisher,2,2001,2001-08-20,Aug
Black Phoebe,0,2001,2001-08-20,Aug
Western Scrub-Jay,10,2001,2001-08-20,Aug
American Crow,0,2001,2001-08-20,Aug
Barn Swallow,0,2001,2001-08-20,Aug
Bushtit,8,2001,2001-08-20,Aug
Northern Mockingbird,1,2001,2001-08-20,Aug
European Starling,0,2001,2001-08-20,Aug
Common Yellowthroat,0,2001,2001-08-20,Aug
California Towhee,2,2001,2001-08-20,Aug
Song Sparrow,1,2001,2001-08-20,Aug
House Finch,1,2001,2001-08-20,Aug
Mallard,0,2001,2001-09-25,Sep
Pied-billed Grebe,0,2001,2001-09-25,Sep
Eared Grebe,0,2001,2001-09-25,Sep
Brown Pelican,1,2001,2001-09-25,Sep
Double-crested Cormorant,24,2001,2001-09-25,Sep
Great Blue Heron,1,2001,2001-09-25,Sep
Great Egret,0,2001,2001-09-25,Sep
Snowy Egret,0,2001,2001-09-25,Sep
Black-crowned Night Heron,0,2001,2001-09-25,Sep
Red-shouldered Hawk,1,2001,2001-09-25,Sep
American Kestrel,2,2001,2001-09-25,Sep
American Coot,4,2001,2001-09-25,Sep
Black-bellied Plover,0,2001,2001-09-25,Sep
Killdeer,0,2001,2001-09-25,Sep
Black-necked Stilt,0,2001,2001-09-25,Sep
Greater Yellowlegs,0,2001,2001-09-25,Sep
Willet,0,2001,2001-09-25,Sep
Long-billed Curlew,0,2001,2001-09-25,Sep
Sanderling,0,2001,2001-09-25,Sep
Least Sandpiper,0,2001,2001-09-25,Sep
Short-billed Dowitcher,0,2001,2001-09-25,Sep
Long-billed Dowitcher,0,2001,2001-09-25,Sep
Ring-billed Gull,0,2001,2001-09-25,Sep
Western Gull,0,2001,2001-09-25,Sep
Royal Tern,0,2001,2001-09-25,Sep
Elegant Tern,0,2001,2001-09-25,Sep
Forster's Tern,0,2001,2001-09-25,Sep
Rock Dove,1,2001,2001-09-25,Sep
Mourning Dove,0,2001,2001-09-25,Sep
Anna's Hummingbird,1,2001,2001-09-25,Sep
Belted Kingfisher,2,2001,2001-09-25,Sep
Black Phoebe,3,2001,2001-09-25,Sep
Western Scrub-Jay,0,2001,2001-09-25,Sep
American Crow,2,2001,2001-09-25,Sep
House Wren,2,2001,2001-09-25,Sep
Northern Mockingbird,0,2001,2001-09-25,Sep
European Starling,0,2001,2001-09-25,Sep
Townsend's Warbler,4,2001,2001-09-25,Sep
Common Yellowthroat,4,2001,2001-09-25,Sep
California Towhee,0,2001,2001-09-25,Sep
Song Sparrow,4,2001,2001-09-25,Sep
White-crowned Sparrow,4,2001,2001-09-25,Sep
House Finch,15,2001,2001-09-25,Sep
American Goldfinch,2,2001,2001-09-25,Sep
Gadwall,0,2001,2001-12-19,Dec
American Wigeon,0,2001,2001-12-19,Dec
Mallard,0,2001,2001-12-19,Dec
Northern Pintail,0,2001,2001-12-19,Dec
Redhead,0,2001,2001-12-19,Dec
Bufflehead,0,2001,2001-12-19,Dec
Red-breasted Merganser,0,2001,2001-12-19,Dec
Ruddy Duck,0,2001,2001-12-19,Dec
Pied-billed Grebe,0,2001,2001-12-19,Dec
Eared Grebe,0,2001,2001-12-19,Dec
Western Grebe,0,2001,2001-12-19,Dec
Brown Pelican,6,2001,2001-12-19,Dec
Double-crested Cormorant,36,2001,2001-12-19,Dec
Great Blue Heron,0,2001,2001-12-19,Dec
Great Egret,0,2001,2001-12-19,Dec
Snowy Egret,0,2001,2001-12-19,Dec
Black-crowned Night Heron,5,2001,2001-12-19,Dec
White-tailed Kite,2,2001,2001-12-19,Dec
Red-shouldered Hawk,0,2001,2001-12-19,Dec
Red-tailed Hawk,1,2001,2001-12-19,Dec
American Kestrel,2,2001,2001-12-19,Dec
American Coot,0,2001,2001-12-19,Dec
Killdeer,0,2001,2001-12-19,Dec
Black-necked Stilt,0,2001,2001-12-19,Dec
Greater Yellowlegs,0,2001,2001-12-19,Dec
Willet,1,2001,2001-12-19,Dec
Whimbrel,0,2001,2001-12-19,Dec
Marbled Godwit,0,2001,2001-12-19,Dec
Sanderling,0,2001,2001-12-19,Dec
Least Sandpiper,2,2001,2001-12-19,Dec
Long-billed Dowitcher,0,2001,2001-12-19,Dec
Bonaparte's Gull,0,2001,2001-12-19,Dec
Heermann's Gull,0,2001,2001-12-19,Dec
Ring-billed Gull,0,2001,2001-12-19,Dec
California Gull,0,2001,2001-12-19,Dec
Western Gull,0,2001,2001-12-19,Dec
Glaucous-winged Gull,0,2001,2001-12-19,Dec
Forster's Tern,0,2001,2001-12-19,Dec
Rock Dove,1,2001,2001-12-19,Dec
Anna's Hummingbird,6,2001,2001-12-19,Dec
Belted Kingfisher,1,2001,2001-12-19,Dec
Black Phoebe,5,2001,2001-12-19,Dec
Say's Phoebe,1,2001,2001-12-19,Dec
Cassin's Kingbird,0,2001,2001-12-19,Dec
American Crow,0,2001,2001-12-19,Dec
Bewick's Wren,0,2001,2001-12-19,Dec
Blue-gray Gnatcatcher,1,2001,2001-12-19,Dec
Northern Mockingbird,0,2001,2001-12-19,Dec
European Starling,0,2001,2001-12-19,Dec
American Pipit,2,2001,2001-12-19,Dec
Yellow-rumped Warbler,23,2001,2001-12-19,Dec
Common Yellowthroat,2,2001,2001-12-19,Dec
California Towhee,3,2001,2001-12-19,Dec
Fox Sparrow,1,2001,2001-12-19,Dec
Song Sparrow,2,2001,2001-12-19,Dec
Lincoln's Sparrow,1,2001,2001-12-19,Dec
White-crowned Sparrow,12,2001,2001-12-19,Dec
Golden-crowned Sparrow,2,2001,2001-12-19,Dec
Brewer's Blackbird,0,2001,2001-12-19,Dec
House Finch,28,2001,2001-12-19,Dec
Gadwall,0,2002,2002-01-31,Jan
American Wigeon,0,2002,2002-01-31,Jan
Mallard,0,2002,2002-01-31,Jan
Cinnamon Teal,0,2002,2002-01-31,Jan
Redhead,0,2002,2002-01-31,Jan
Ring-necked Duck,0,2002,2002-01-31,Jan
Lesser Scaup,0,2002,2002-01-31,Jan
Bufflehead,0,2002,2002-01-31,Jan
Red-breasted Merganser,0,2002,2002-01-31,Jan
Ruddy Duck,0,2002,2002-01-31,Jan
Pied-billed Grebe,0,2002,2002-01-31,Jan
Eared Grebe,0,2002,2002-01-31,Jan
Western Grebe,0,2002,2002-01-31,Jan
Brown Pelican,0,2002,2002-01-31,Jan
Double-crested Cormorant,0,2002,2002-01-31,Jan
Great Blue Heron,1,2002,2002-01-31,Jan
Great Egret,3,2002,2002-01-31,Jan
Snowy Egret,0,2002,2002-01-31,Jan
Red-shouldered Hawk,1,2002,2002-01-31,Jan
Red-tailed Hawk,1,2002,2002-01-31,Jan
American Kestrel,2,2002,2002-01-31,Jan
Merlin,0,2002,2002-01-31,Jan
American Coot,0,2002,2002-01-31,Jan
Black-bellied Plover,0,2002,2002-01-31,Jan
Killdeer,0,2002,2002-01-31,Jan
Greater Yellowlegs,0,2002,2002-01-31,Jan
Willet,0,2002,2002-01-31,Jan
Whimbrel,0,2002,2002-01-31,Jan
Marbled Godwit,0,2002,2002-01-31,Jan
Black Turnstone,0,2002,2002-01-31,Jan
Least Sandpiper,0,2002,2002-01-31,Jan
Long-billed Dowitcher,0,2002,2002-01-31,Jan
Bonaparte's Gull,0,2002,2002-01-31,Jan
Heermann's Gull,0,2002,2002-01-31,Jan
Mew Gull,0,2002,2002-01-31,Jan
Ring-billed Gull,0,2002,2002-01-31,Jan
California Gull,0,2002,2002-01-31,Jan
Western Gull,0,2002,2002-01-31,Jan
Glaucous-winged Gull,0,2002,2002-01-31,Jan
Royal Tern,0,2002,2002-01-31,Jan
Rock Dove,0,2002,2002-01-31,Jan
Mourning Dove,2,2002,2002-01-31,Jan
Anna's Hummingbird,12,2002,2002-01-31,Jan
Allen's Hummingbird,0,2002,2002-01-31,Jan
Black Phoebe,6,2002,2002-01-31,Jan
Say's Phoebe,2,2002,2002-01-31,Jan
Cassin's Kingbird,0,2002,2002-01-31,Jan
Western Scrub-Jay,2,2002,2002-01-31,Jan
American Crow,2,2002,2002-01-31,Jan
Bushtit,35,2002,2002-01-31,Jan
Bewick's Wren,0,2002,2002-01-31,Jan
House Wren,1,2002,2002-01-31,Jan
House Wren,1,2002,2002-01-31,Jan
Blue-gray Gnatcatcher,1,2002,2002-01-31,Jan
